z	y	vel_z	vel_y	hr	hl	hr_dot	hl_dot	hr2	hl2	hr2_dot	hl2_dot	kr	kl	kr_dot	kl_dot	fr	fl
-0.12611395375016188	0.6925268389944182	-0.23740898975977984	-0.8202785019671281	0.7147575994323692	-0.7736824222760186	-6.9808598206924755	-1.1111145136522895	-0.7736824222760186	0.7147575994323692	-1.1111145136522895	-6.9808598206924755	0.9653546430748614	-0.002458875515119807	18.615241024854523	0.3114997658151324	0	0
-0.0006726497574951701	0.0005058657346898235	-0.04061081640375808	0.05671638188120609	0.0003975541008491845	-0.007287003532202796	0.6055455163211938	-1.7871443168447152	-0.007287003532202796	0.0003975541008491845	-1.7871443168447152	0.6055455163211938	-0.0026146000867166563	0.05383054863084169	0.3556792184658124	7.266417065682907	0	0
-0.0009589661690885006	0.0009540687156494652	-0.13506931547255863	0.15974706741585654	0.01607970184339269	-0.01729766654723708	2.2934066857227076	0.32673348154051146	-0.01729766654723708	0.01607970184339269	0.32673348154051146	2.2934066857227076	-0.001565702504156441	0.09494802414593728	0.09330846097456824	5.822748708989133	0	0
-0.0009589661690885006	0.0009540687156494652	-0.13506931547255863	0.15974706741585654	0.01607970184339269	-0.01729766654723708	2.2934066857227076	0.32673348154051146	-0.01729766654723708	0.01607970184339269	0.32673348154051146	2.2934066857227076	-0.001565702504156441	0.09494802414593728	0.09330846097456824	5.822748708989133	0	0
-0.0009589661690885006	0.0009540687156494652	-0.13506931547255863	0.15974706741585654	0.01607970184339269	-0.01729766654723708	2.2934066857227076	0.32673348154051146	-0.01729766654723708	0.01607970184339269	0.32673348154051146	2.2934066857227076	-0.001565702504156441	0.09494802414593728	0.09330846097456824	5.822748708989133	0	0
-0.0066607854754627644	0.0033763875688165327	-0.45591017894601105	0.1243349505189483	-0.1042390369373587	0.07563004184161937	-7.223147360386414	4.034133756035081	0.07563004184161937	-0.1042390369373587	4.034133756035081	-7.223147360386414	0.41668775899909605	-0.0014672779747915143	23.77159452115846	0.06900833857533328	0	0
-0.01981844204659517	0.006977336900685552	-0.8463624931077263	0.2257485675829397	-0.24672877607341714	0.18896702908211171	-6.9182080657446825	7.153728299383948	0.18896702908211171	-0.24672877607341714	7.153728299383948	-6.9182080657446825	0.8928054921197282	-0.0011940192161095098	23.61816665466356	0.0006764475537446302	0	0
-0.03803832924539696	0.011831157279993962	-0.7520329130399663	0.29593817845680664	-0.3209681113170806	0.3273766880328237	3.7209990358127243	5.020482769053337	0.3273766880328237	-0.3209681113170806	5.020482769053337	3.7209990358127243	1.1948437152059812	-0.0013923854973389993	-4.3816477775524305	2.3373451285470024	0	0
-0.05091445755877607	0.017131496416135508	-0.09543540065922121	0.29072428471589257	-0.23314939871073648	0.40121168300653487	4.232129380198242	-0.4555662688934235	0.40121168300653487	-0.23314939871073648	-0.4555662688934235	4.232129380198242	1.0084452490627163	0.0016768476215256456	-13.737866668985692	1.3126618448594385	0	0
-0.051970399667864375	0.020958760636831504	-0.023285415709321116	0.10294991682580104	-0.20712512544414086	0.41146907263453336	-0.8302544387976516	0.5766534863476647	0.41146907263453336	-0.20712512544414086	0.5766534863476647	-0.8302544387976516	0.8119661985559778	-0.002588534166942047	-8.417661416465386	-2.0870318374676544	0	0
-0.050650059449789314	0.021370579634730446	0.1686971409841103	-0.04451333926875026	-0.2517405160582671	0.4010485302383797	-0.8672747255756442	-1.8698951518180684	0.4010485302383797	-0.2517405160582671	-1.8698951518180684	-0.8672747255756442	0.7715797145554504	0.0008332383715785596	-2.9679490956349097	2.0053670477029137	0	0
-0.04477470613619956	0.01882747053739915	0.35085898596461446	-0.2069056115147767	-0.23361828784174232	0.35459094616682574	2.4094046814985726	-2.6035953090924098	0.35459094616682574	-0.23361828784174232	-2.6035953090924098	2.4094046814985726	0.6907748196966921	0.0030709929572356742	-7.163353471702566	-0.3826967034066997	0	0
